timestamp,turno,operador_id,maquina_id,producto_id,temperatura,vibración,humedad,tiempo_ciclo,fallo_detectado,tipo_fallo,cantidad_producida,unidades_defectuosas,eficiencia_porcentual,consumo_energia,paradas_programadas,paradas_imprevistas,observaciones
2023-01-01 00:00:00,Noche,OP_16,M_8,P_14,74.20040134932228,,45.20938745576925,106.35668377188506,No,nan,108,3,87.02170411073116,13.131579616697778,0,1,nan
2023-01-01 01:00:00,Mañana,OP_18,M_8,P_12,85.8867274289665,0.4812935033327534,52.623285507415545,106.14722044344106,Sí,Eléctrico,86,2,81.20075843509247,13.34822112146079,0,0,nan
2023-01-01 02:00:00,Noche,OP_5,M_7,P_14,81.29358810527037,0.44663806773465764,48.53820297511314,122.51773288421185,No,nan,103,0,79.1044768251071,15.461714819491931,3,0,Operación normal
2023-01-01 03:00:00,Noche,OP_4,M_6,P_15,75.69797512387497,0.5769686743562012,55.597780571069926,123.64123472576654,No,nan,104,2,84.17653652415066,16.15645302064284,4,0,nan
2023-01-01 04:00:00,Mañana,OP_13,M_6,P_7,69.88750434136114,0.7162398989690154,63.83742772580101,126.27699183872126,No,nan,119,1,93.53508436229771,12.573939471675567,0,0,Operación normal
2023-01-01 05:00:00,Mañana,OP_19,M_10,P_1,72.52532792240862,0.45957640724236903,50.647381167496505,104.09907656168609,No,nan,82,2,92.90688713341444,17.183331901652608,1,0,Operación normal
2023-01-01 06:00:00,Noche,OP_2,M_6,P_9,78.29067446345658,0.47548458158772733,50.159523818096694,107.97239514667065,Sí,nan,93,3,84.19934178492993,17.08188365667219,1,1,nan
2023-01-01 07:00:00,Tarde,OP_13,M_8,P_4,75.3831056750875,0.4261706450361216,56.12153917860901,121.36647167720866,No,nan,80,1,78.42936725415888,16.569179781742445,0,1,Revisar calibración
2023-01-01 08:00:00,Noche,OP_11,M_1,P_6,81.38052090992944,,39.360715877359475,139.67101698322747,No,Mecánico,101,0,90.09414609319876,13.285916128955087,1,0,Revisar calibración
2023-01-01 09:00:00,Noche,OP_4,M_5,P_6,75.34351701362009,0.5955371605512663,50.41530223878041,105.39388310187408,No,nan,100,5,95.16022547860896,11.314151738191185,0,0,Revisar calibración
2023-01-01 10:00:00,Noche,OP_20,M_3,P_11,75.57917070477302,0.49536219730462966,35.780645064321185,116.05796765624909,No,nan,122,1,93.80976305466301,17.361655730591814,3,1,nan
2023-01-01 11:00:00,Noche,OP_20,M_8,P_3,83.12106081706217,0.45616328423890273,37.41092424581066,81.29239584439631,No,nan,107,3,85.06711583436618,15.606836062144295,0,1,nan
2023-01-01 12:00:00,Mañana,OP_15,M_6,P_4,69.51717967633485,0.553396022155899,40.24242365590903,111.27460997426874,No,nan,96,2,87.74144946082788,15.16185976112665,0,0,Revisar calibración
2023-01-01 13:00:00,Noche,OP_4,M_2,P_13,83.66928771709148,0.5739670033062823,57.68584106270168,124.03148041500133,No,nan,101,0,,13.685323738223671,0,1,nan
2023-01-01 14:00:00,Tarde,OP_9,M_7,P_11,78.84816406523571,0.6554042466868581,43.596918457230906,137.40814617965282,No,nan,94,0,86.19094300104044,14.331184349224806,0,0,nan
2023-01-01 15:00:00,Mañana,OP_7,M_7,P_10,91.17735101542642,0.4417466778471747,37.19324395277109,104.27628758225399,No,nan,119,1,81.9523131230146,11.784015785385346,1,2,Operación normal
2023-01-01 16:00:00,Tarde,OP_19,M_5,P_3,71.49283814664791,0.5852335683074265,52.592540250862584,123.43388297921274,No,nan,95,3,80.14939232696186,19.378968465078234,0,2,nan
2023-01-01 17:00:00,Tarde,OP_19,M_8,P_13,83.14701885055118,0.5105781985650566,28.52736969027094,125.43255316105198,No,nan,97,1,89.75152150280346,15.514952784167711,0,0,nan
2023-01-01 18:00:00,Tarde,OP_6,M_5,P_6,75.66935937832896,0.32657202659191803,26.288991972685206,84.15935311903152,No,nan,91,0,86.21803677179324,15.921570505043192,0,1,Revisar calibración
2023-01-01 19:00:00,Tarde,OP_6,M_1,P_1,74.07207899698757,0.652220463212181,42.47048622457891,94.85886040994792,No,nan,94,3,87.61761502986926,6.628873251734568,3,0,nan
2023-01-01 20:00:00,Mañana,OP_20,M_9,P_8,76.52451118400559,0.5297480343627166,42.31616402708047,130.04860347479618,No,nan,115,1,83.07421017781493,12.702854025648294,2,0,nan
2023-01-01 21:00:00,Mañana,OP_15,M_4,P_8,75.62607373056028,0.5606804058422642,55.43439837696375,121.21028512061594,No,nan,115,0,82.0425817263561,15.562236324635887,1,0,nan
2023-01-01 22:00:00,Tarde,OP_15,M_2,P_9,71.10542024354986,0.5946317516562719,57.00361005304757,121.89921741737986,No,nan,90,5,76.48511307254769,14.37361496498163,1,1,nan
2023-01-01 23:00:00,Tarde,OP_20,M_4,P_6,74.3418106642394,0.5596056209046104,43.9850058955352,101.40863961125362,No,nan,97,2,75.8452926123996,13.282389271227474,0,0,Ruido inusual
2023-01-02 00:00:00,Mañana,OP_9,M_9,P_1,76.53553342336272,0.40330074301451957,42.91993486996847,91.03917402515192,No,nan,109,1,90.02199958013311,14.977095342409063,1,0,nan
